id,family,gender,pose,variant,status,evidence,specification,usage
male-cheer-outfit-studio-lavender,outfit,MALE,CHEER,STUDIO-LAVENDER,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-cheer-outfit-studio-olive,outfit,MALE,CHEER,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-cheer-cap-starter-hoodie,cap,MALE,CHEER,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-cheer-cap-studio-pink,cap,MALE,CHEER,STUDIO-PINK,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-cheer-cap-studio-lavender,cap,MALE,CHEER,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-cheer-cap-studio-olive,cap,MALE,CHEER,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-cheer-worn_shoes-shoes-base,worn_shoes,MALE,CHEER,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-001,worn_shoes,MALE,CHEER,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-002,worn_shoes,MALE,CHEER,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-003,worn_shoes,MALE,CHEER,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-004,worn_shoes,MALE,CHEER,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-005,worn_shoes,MALE,CHEER,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-006,worn_shoes,MALE,CHEER,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-007,worn_shoes,MALE,CHEER,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-008,worn_shoes,MALE,CHEER,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-009,worn_shoes,MALE,CHEER,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-010,worn_shoes,MALE,CHEER,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-011,worn_shoes,MALE,CHEER,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-012,worn_shoes,MALE,CHEER,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-fir-013,worn_shoes,MALE,CHEER,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-001,worn_shoes,MALE,CHEER,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-002,worn_shoes,MALE,CHEER,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-003,worn_shoes,MALE,CHEER,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-004,worn_shoes,MALE,CHEER,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-005,worn_shoes,MALE,CHEER,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-006,worn_shoes,MALE,CHEER,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-007,worn_shoes,MALE,CHEER,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-008,worn_shoes,MALE,CHEER,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-009,worn_shoes,MALE,CHEER,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-010,worn_shoes,MALE,CHEER,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-011,worn_shoes,MALE,CHEER,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-012,worn_shoes,MALE,CHEER,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wat-013,worn_shoes,MALE,CHEER,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-001,worn_shoes,MALE,CHEER,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-002,worn_shoes,MALE,CHEER,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-003,worn_shoes,MALE,CHEER,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-004,worn_shoes,MALE,CHEER,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-005,worn_shoes,MALE,CHEER,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-006,worn_shoes,MALE,CHEER,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-007,worn_shoes,MALE,CHEER,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-008,worn_shoes,MALE,CHEER,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-009,worn_shoes,MALE,CHEER,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-010,worn_shoes,MALE,CHEER,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-011,worn_shoes,MALE,CHEER,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-012,worn_shoes,MALE,CHEER,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-lit-013,worn_shoes,MALE,CHEER,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-001,worn_shoes,MALE,CHEER,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-002,worn_shoes,MALE,CHEER,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-003,worn_shoes,MALE,CHEER,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-004,worn_shoes,MALE,CHEER,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-005,worn_shoes,MALE,CHEER,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-006,worn_shoes,MALE,CHEER,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-007,worn_shoes,MALE,CHEER,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-008,worn_shoes,MALE,CHEER,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-009,worn_shoes,MALE,CHEER,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-010,worn_shoes,MALE,CHEER,WND-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-011,worn_shoes,MALE,CHEER,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-012,worn_shoes,MALE,CHEER,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-cheer-worn_shoes-wnd-013,worn_shoes,MALE,CHEER,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-body-base,body,MALE,SIT,base,NEW,,"1024x1536 transparent aligned body/face/eyes/skin; rear hair/arms and front hair/hands/occlusion layers; no outfit, cap or shoe",all character scenes
male-sit-outfit-starter-hoodie,outfit,MALE,SIT,starter_hoodie,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-clo-001,outfit,MALE,SIT,CLO-001,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-clo-002,outfit,MALE,SIT,CLO-002,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-clo-003,outfit,MALE,SIT,CLO-003,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-clo-004,outfit,MALE,SIT,CLO-004,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-clo-005,outfit,MALE,SIT,CLO-005,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-studio-pink,outfit,MALE,SIT,STUDIO-PINK,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-studio-lavender,outfit,MALE,SIT,STUDIO-LAVENDER,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-outfit-studio-olive,outfit,MALE,SIT,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
male-sit-cap-starter-hoodie,cap,MALE,SIT,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-sit-cap-studio-pink,cap,MALE,SIT,STUDIO-PINK,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-sit-cap-studio-lavender,cap,MALE,SIT,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-sit-cap-studio-olive,cap,MALE,SIT,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
male-sit-worn_shoes-shoes-base,worn_shoes,MALE,SIT,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-001,worn_shoes,MALE,SIT,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-002,worn_shoes,MALE,SIT,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-003,worn_shoes,MALE,SIT,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-004,worn_shoes,MALE,SIT,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-005,worn_shoes,MALE,SIT,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-006,worn_shoes,MALE,SIT,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-007,worn_shoes,MALE,SIT,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-008,worn_shoes,MALE,SIT,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-009,worn_shoes,MALE,SIT,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-010,worn_shoes,MALE,SIT,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-011,worn_shoes,MALE,SIT,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-012,worn_shoes,MALE,SIT,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-fir-013,worn_shoes,MALE,SIT,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-001,worn_shoes,MALE,SIT,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-002,worn_shoes,MALE,SIT,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-003,worn_shoes,MALE,SIT,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-004,worn_shoes,MALE,SIT,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-005,worn_shoes,MALE,SIT,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-006,worn_shoes,MALE,SIT,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-007,worn_shoes,MALE,SIT,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-008,worn_shoes,MALE,SIT,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-009,worn_shoes,MALE,SIT,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-010,worn_shoes,MALE,SIT,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-011,worn_shoes,MALE,SIT,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-012,worn_shoes,MALE,SIT,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wat-013,worn_shoes,MALE,SIT,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-001,worn_shoes,MALE,SIT,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-002,worn_shoes,MALE,SIT,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-003,worn_shoes,MALE,SIT,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-004,worn_shoes,MALE,SIT,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-005,worn_shoes,MALE,SIT,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-006,worn_shoes,MALE,SIT,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-007,worn_shoes,MALE,SIT,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-008,worn_shoes,MALE,SIT,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-009,worn_shoes,MALE,SIT,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-010,worn_shoes,MALE,SIT,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-011,worn_shoes,MALE,SIT,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-012,worn_shoes,MALE,SIT,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-lit-013,worn_shoes,MALE,SIT,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-001,worn_shoes,MALE,SIT,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-002,worn_shoes,MALE,SIT,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-003,worn_shoes,MALE,SIT,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-004,worn_shoes,MALE,SIT,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-005,worn_shoes,MALE,SIT,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-006,worn_shoes,MALE,SIT,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-007,worn_shoes,MALE,SIT,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-008,worn_shoes,MALE,SIT,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-009,worn_shoes,MALE,SIT,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-010,worn_shoes,MALE,SIT,WND-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-011,worn_shoes,MALE,SIT,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-012,worn_shoes,MALE,SIT,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
male-sit-worn_shoes-wnd-013,worn_shoes,MALE,SIT,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-body-base,body,FEMALE,IDLE,base,REWORK_PILOT,design/redesign-2026-09/assets/modular/lumi-idle-base-pilot.png,"1024x1536 transparent aligned body/face/eyes/skin; rear hair/arms and front hair/hands/occlusion layers; no outfit, cap or shoe",all character scenes
female-idle-outfit-starter-hoodie,outfit,FEMALE,IDLE,starter_hoodie,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-clo-001,outfit,FEMALE,IDLE,CLO-001,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-clo-002,outfit,FEMALE,IDLE,CLO-002,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-clo-003,outfit,FEMALE,IDLE,CLO-003,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-clo-004,outfit,FEMALE,IDLE,CLO-004,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-clo-005,outfit,FEMALE,IDLE,CLO-005,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-studio-pink,outfit,FEMALE,IDLE,STUDIO-PINK,REWORK_PILOT,design/redesign-2026-09/assets/modular/lumi-idle-outfit-pink-pilot.png,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-studio-lavender,outfit,FEMALE,IDLE,STUDIO-LAVENDER,REWORK_PILOT,design/redesign-2026-09/assets/modular/lumi-idle-outfit-lavender-pilot.png,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-outfit-studio-olive,outfit,FEMALE,IDLE,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-idle-cap-starter-hoodie,cap,FEMALE,IDLE,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-clo-001,cap,FEMALE,IDLE,CLO-001,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-clo-002,cap,FEMALE,IDLE,CLO-002,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-clo-003,cap,FEMALE,IDLE,CLO-003,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-clo-004,cap,FEMALE,IDLE,CLO-004,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
